activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio,unknown_87,unknown_88,unknown_90,lap_number
running,43.60000000000002,82,1314.95,43.60000000000002,2.863,0.0,138,522830795,51822785,2.863,278.0,48.5,38.0,1046.0,28,2025-09-11 16:42:43,108.2,9.65,0,300,-3.0,1
running,43.60000000000002,81,1333.81,43.60000000000002,2.886,0.5,136,522829904,51820273,2.886,281.0,48.71,38.0,1097.0,28,2025-09-11 16:42:49,107.2,9.56,0,300,-3.0,1
running,44.799999999999955,81,1340.1,44.799999999999955,2.924,0.5,137,522829609,51819433,2.924,282.0,48.71,38.25,1104.0,28,2025-09-11 16:42:51,103.5,9.25,0,300,-3.0,1
running,44.60000000000002,82,1357.96,44.60000000000002,2.941,0.0,140,522828841,51817008,2.941,280.0,48.71,38.25,1098.0,28,2025-09-11 16:42:57,100.5,8.96,0,300,-3.0,1
running,45.200000000000045,80,1371.7,45.200000000000045,2.93,0.5,139,522828248,51815143,2.93,285.0,48.62,38.25,1101.0,28,2025-09-11 16:43:02,109.2,9.46,0,300,-3.0,1
running,43.60000000000002,80,1383.98,43.60000000000002,2.937,0.0,139,522827794,51813434,2.937,286.0,48.84,38.25,1058.0,28,2025-09-11 16:43:07,112.2,10.03,0,300,-3.0,1
running,43.799999999999955,81,1392.83,43.799999999999955,2.906,0.0,139,522827370,51812258,2.906,280.0,49.03,37.75,1020.0,28,2025-09-11 16:43:10,109.2,10.34,0,300,-3.0,1
running,45.200000000000045,82,1401.15,45.200000000000045,2.897,0.0,140,522827047,51811104,2.897,276.0,49.03,37.5,1025.0,28,2025-09-11 16:43:13,110.2,10.43,0,300,-3.0,1
running,45.60000000000002,82,1417.08,45.60000000000002,2.902,0.0,142,522826024,51809227,2.902,261.0,48.65,35.75,1061.0,28,2025-09-11 16:43:18,109.2,10.15,0,300,-3.0,1
running,44.60000000000002,81,1422.59,44.60000000000002,2.902,0.5,139,522825523,51808791,2.902,273.0,48.75,37.25,1083.0,28,2025-09-11 16:43:20,107.2,9.84,0,300,-3.0,1
running,44.0,81,1432.17,44.0,2.902,0.0,139,522824607,51808145,2.902,274.0,48.96,37.0,1075.0,28,2025-09-11 16:43:23,107.2,9.65,0,300,-3.0,1
running,44.39999999999998,81,1434.87,44.39999999999998,2.905,0.5,141,522824356,51807946,2.905,275.0,49.06,37.5,1071.0,28,2025-09-11 16:43:24,104.2,9.56,0,300,-3.0,1
running,45.0,82,1440.1,45.0,2.918,0.0,141,522823832,51807664,2.918,269.0,48.96,37.0,1064.0,27,2025-09-11 16:43:26,105.2,9.75,0,300,-3.0,1
running,45.0,82,1452.44,45.0,2.918,0.5,141,522822537,51807274,2.918,265.0,49.15,36.25,1045.0,27,2025-09-11 16:43:30,108.2,9.93,0,300,-3.0,1
running,44.0,83,1465.56,44.0,2.913,0.0,144,522821132,51807275,2.913,252.0,48.78,34.75,1062.0,27,2025-09-11 16:43:34,112.2,10.15,0,300,-3.0,1
running,44.0,82,1469.12,44.0,2.915,0.5,143,522820749,51807333,2.915,250.0,48.65,34.25,1068.0,27,2025-09-11 16:43:35,113.2,10.25,0,300,-3.0,1
running,43.39999999999998,83,1476.76,43.39999999999998,2.922,0.0,144,522819949,51807594,2.922,258.0,48.43,36.25,1081.0,27,2025-09-11 16:43:37,111.2,10.03,0,300,-3.0,1
running,44.39999999999998,84,1498.01,44.39999999999998,2.999,0.0,141,522817979,51809088,2.999,258.0,48.53,36.25,1126.0,27,2025-09-11 16:43:43,104.2,9.06,0,300,-3.0,1
running,44.0,83,1512.94,44.0,3.061,0.0,143,522817208,51811025,3.061,271.0,48.53,37.75,1157.0,27,2025-09-11 16:43:47,103.5,8.78,0,300,-3.0,1
running,44.39999999999998,83,1520.38,44.39999999999998,3.11,0.0,144,522816877,51812029,3.11,268.0,48.53,37.0,1197.0,27,2025-09-11 16:43:49,111.2,8.78,0,300,-3.0,1
running,43.39999999999998,82,1540.7,43.39999999999998,3.266,0.0,146,522816232,51814900,3.266,268.0,48.65,36.75,1221.0,27,2025-09-11 16:43:55,112.2,8.78,0,300,-3.0,1
running,43.200000000000045,83,1560.71,43.200000000000045,3.341,0.0,147,522816062,51817843,3.341,264.0,48.75,36.5,1218.0,27,2025-09-11 16:44:01,106.2,8.46,0,300,-3.0,1
running,45.200000000000045,82,1569.96,45.200000000000045,3.35,0.5,148,522816140,51819209,3.35,267.0,48.75,36.5,1224.0,27,2025-09-11 16:44:04,105.2,8.37,0,300,-3.0,1
running,44.200000000000045,82,1578.46,44.200000000000045,3.35,0.0,149,522816325,51820437,3.35,277.0,48.96,37.75,1200.0,27,2025-09-11 16:44:07,104.2,8.37,0,300,-3.0,1
running,44.0,82,1581.06,44.0,3.324,0.0,147,522816428,51820795,3.324,279.0,48.96,38.5,1168.0,27,2025-09-11 16:44:08,92.7,8.18,0,300,-2.0,1
running,45.0,82,1591.68,45.0,3.217,0.5,145,522816987,51822170,3.217,281.0,48.65,38.75,1097.0,27,2025-09-11 16:44:12,96.5,8.46,0,300,-2.0,1
running,45.39999999999998,82,1597.44,45.39999999999998,3.172,0.0,146,522817315,51822895,3.172,285.0,48.53,38.75,1096.0,27,2025-09-11 16:44:14,102.5,8.68,0,300,-2.0,1
running,45.39999999999998,81,1615.52,45.39999999999998,3.073,0.5,146,522818204,51825261,3.073,274.0,48.43,37.5,1090.0,27,2025-09-11 16:44:20,108.2,9.37,0,300,-2.0,1
running,45.39999999999998,82,1618.57,45.39999999999998,3.073,0.0,143,522818352,51825665,3.073,276.0,48.53,37.75,1098.0,27,2025-09-11 16:44:21,107.2,9.37,0,300,-2.0,1
running,43.39999999999998,81,1624.7,43.39999999999998,3.082,0.5,145,522818635,51826487,3.082,279.0,48.43,37.75,1117.0,27,2025-09-11 16:44:23,105.2,9.06,0,300,-2.0,1
running,43.39999999999998,82,1633.81,43.39999999999998,3.082,0.0,144,522819024,51827726,3.082,273.0,48.21,37.5,1120.0,27,2025-09-11 16:44:26,103.5,9.06,0,300,-2.0,1
running,43.0,82,1652.23,43.0,3.08,0.0,145,522819855,51830205,3.08,277.0,48.09,37.75,1121.0,27,2025-09-11 16:44:32,106.2,9.25,0,300,-2.0,1
running,43.0,84,1663.47,43.0,3.079,0.0,143,522820441,51831661,3.079,235.0,48.09,32.5,1136.0,27,2025-09-11 16:44:35,105.2,9.25,0,300,-2.0,1
running,43.0,83,1670.15,43.0,3.098,0.0,146,522820686,51832593,3.098,243.0,48.09,33.5,1260.0,27,2025-09-11 16:44:37,121.0,9.15,0,300,-2.0,1
running,44.39999999999998,81,1678.65,44.39999999999998,3.135,0.0,147,522821075,51833733,3.135,276.0,48.09,37.5,1244.0,27,2025-09-11 16:44:40,101.5,8.78,0,300,-2.0,1
running,44.200000000000045,81,1681.23,44.200000000000045,3.139,0.0,148,522821185,51834084,3.139,281.0,48.09,38.25,1238.0,27,2025-09-11 16:44:41,102.5,8.78,0,300,-2.0,1
running,43.39999999999998,81,1694.57,43.39999999999998,3.132,0.0,145,522821652,51835948,3.132,288.0,48.4,39.0,1091.0,27,2025-09-11 16:44:46,97.5,8.68,0,300,-2.0,1
running,43.799999999999955,81,1702.8,43.799999999999955,3.11,0.5,144,522821914,51837111,3.11,284.0,48.4,38.75,1061.0,27,2025-09-11 16:44:49,100.5,9.15,0,300,-2.0,1
running,43.799999999999955,82,1714.89,43.799999999999955,3.079,0.5,143,522822635,51838579,3.079,271.0,48.4,37.5,1056.0,27,2025-09-11 16:44:53,104.2,9.46,0,300,-2.0,1
running,43.60000000000002,83,1717.88,43.60000000000002,3.072,0.0,145,522822920,51838781,3.072,269.0,48.53,37.0,1066.0,27,2025-09-11 16:44:54,104.2,9.56,0,300,-2.0,1
running,43.39999999999998,82,1735.89,43.39999999999998,3.051,0.5,145,522824821,51839167,3.051,267.0,49.03,36.5,1100.0,27,2025-09-11 16:45:00,107.2,9.56,0,300,-2.0,1
running,44.39999999999998,82,1753.82,44.39999999999998,3.051,0.5,145,522826708,51838661,3.051,271.0,49.21,37.25,1104.0,27,2025-09-11 16:45:06,104.2,9.25,0,300,-2.0,1
running,44.799999999999955,82,1759.88,44.799999999999955,3.055,0.5,144,522827338,51838413,3.055,270.0,49.31,37.0,1103.0,27,2025-09-11 16:45:08,104.2,9.25,0,300,-2.0,1
running,45.39999999999998,81,1779.52,45.39999999999998,3.057,0.5,144,522829033,51836763,3.057,276.0,49.65,37.5,1135.0,27,2025-09-11 16:45:14,107.2,9.37,0,300,-2.0,1
running,45.39999999999998,81,1782.91,45.39999999999998,3.056,0.5,144,522829212,51836314,3.056,276.0,49.56,37.5,1139.0,27,2025-09-11 16:45:15,108.2,9.37,0,300,-2.0,1
running,45.39999999999998,81,1789.34,45.39999999999998,3.053,0.5,145,522829497,51835443,3.053,275.0,49.56,37.25,1143.0,27,2025-09-11 16:45:17,107.2,9.25,0,300,-2.0,1
running,45.799999999999955,81,1798.67,45.799999999999955,3.062,0.5,146,522829784,51834115,3.062,277.0,49.46,37.5,1145.0,27,2025-09-11 16:45:20,109.2,9.37,0,300,-2.0,1
running,46.39999999999998,80,1814.35,46.39999999999998,3.071,0.5,147,522830134,51831857,3.071,282.0,49.25,38.0,1166.0,27,2025-09-11 16:45:25,100.5,9.15,0,300,-2.0,1
running,47.200000000000045,82,1829.34,47.200000000000045,3.071,0.0,148,522831377,51830512,3.071,273.0,49.03,37.25,1115.0,27,2025-09-11 16:45:30,107.2,9.46,0,300,-2.0,1
running,47.39999999999998,82,1834.61,47.39999999999998,3.071,0.0,150,522831870,51830129,3.071,273.0,49.12,37.25,1108.0,27,2025-09-11 16:45:32,107.2,9.56,0,300,-2.0,1
running,47.60000000000002,83,1848.71,47.60000000000002,3.053,0.0,147,522832711,51828474,3.053,273.0,49.43,37.75,1071.0,27,2025-09-11 16:45:37,100.5,9.37,0,300,-2.0,1
running,47.60000000000002,82,1866.68,47.60000000000002,3.025,0.5,148,522832281,51825972,3.025,277.0,49.43,38.0,1068.0,27,2025-09-11 16:45:43,101.5,9.37,0,300,-2.0,1
running,47.39999999999998,82,1886.17,47.39999999999998,3.024,0.5,146,522831298,51823435,3.024,277.0,49.43,38.0,1088.0,27,2025-09-11 16:45:49,98.5,9.06,0,300,-2.0,1
running,47.39999999999998,82,1889.57,47.39999999999998,3.024,0.5,144,522831145,51822977,3.024,276.0,49.31,38.0,1092.0,27,2025-09-11 16:45:50,99.5,9.06,0,300,-2.0,1
running,47.39999999999998,83,1902.83,47.39999999999998,3.034,0.5,147,522830634,51821144,3.034,270.0,49.31,37.5,1090.0,27,2025-09-11 16:45:54,99.5,8.96,0,300,-2.0,1
running,47.39999999999998,84,1906.24,47.39999999999998,3.043,0.0,147,522830466,51820694,3.043,272.0,49.31,37.75,1098.0,27,2025-09-11 16:45:55,99.5,8.87,0,300,-2.0,1
running,47.200000000000045,83,1926.12,47.200000000000045,3.071,0.0,146,522829471,51818083,3.071,271.0,49.43,37.25,1141.0,27,2025-09-11 16:46:01,112.2,8.87,0,300,-2.0,1
running,47.200000000000045,82,1932.24,47.200000000000045,3.08,0.5,146,522829260,51817224,3.08,270.0,49.53,37.0,1152.0,27,2025-09-11 16:46:03,104.2,8.78,0,300,-2.0,1
running,47.39999999999998,81,1950.12,47.39999999999998,3.08,0.5,145,522828484,51814806,3.08,271.0,49.4,36.5,1146.0,27,2025-09-11 16:46:09,116.0,9.56,0,300,-2.0,1
running,47.39999999999998,81,1955.96,47.39999999999998,3.08,0.0,148,522828195,51814033,3.08,274.0,49.21,37.0,1140.0,27,2025-09-11 16:46:11,111.2,9.46,0,300,-2.0,1
running,47.39999999999998,81,1961.77,47.39999999999998,3.08,0.0,144,522827875,51813293,3.08,284.0,49.09,38.5,1131.0,27,2025-09-11 16:46:13,101.5,9.15,0,300,-2.0,1
running,47.60000000000002,81,1974.22,47.60000000000002,3.06,0.5,143,522827285,51811652,3.06,284.0,48.9,39.0,1045.0,27,2025-09-11 16:46:18,97.5,9.06,0,300,-2.0,1
running,47.799999999999955,82,1991.02,47.799999999999955,3.014,0.5,145,522826419,51809480,3.014,272.0,49.09,37.5,1018.0,27,2025-09-11 16:46:24,105.2,9.84,0,300,-2.0,1
running,48.0,82,1993.47,48.0,3.004,0.5,144,522826250,51809199,3.004,273.0,49.09,37.75,1022.0,26,2025-09-11 16:46:25,104.2,9.84,0,300,-2.0,1
running,48.200000000000045,83,2007.71,48.200000000000045,2.976,0.0,142,522824946,51808108,2.976,276.0,49.65,38.25,1014.0,26,2025-09-11 16:46:30,96.5,9.46,0,300,-2.0,1
running,46.799999999999955,82,2024.98,46.799999999999955,2.976,0.5,140,522823195,51807309,2.976,277.0,49.43,38.25,1049.0,26,2025-09-11 16:46:36,99.5,9.25,0,300,-2.0,1
running,47.0,83,2027.37,47.0,2.967,0.0,140,522822938,51807297,2.967,275.0,49.43,37.75,1048.0,26,2025-09-11 16:46:37,100.5,9.37,0,300,-2.0,1
running,46.799999999999955,83,2046.46,46.799999999999955,2.958,0.5,142,522820893,51807396,2.958,259.0,49.87,36.0,1031.0,26,2025-09-11 16:46:43,105.2,9.93,0,300,-2.0,1
running,46.60000000000002,84,2050.18,46.60000000000002,2.958,0.0,142,522820500,51807506,2.958,259.0,49.75,36.0,1037.0,26,2025-09-11 16:46:44,105.2,10.03,0,300,-2.0,1
running,46.39999999999998,84,2054.17,46.39999999999998,2.958,0.0,142,522820077,51807610,2.958,261.0,49.65,36.25,1051.0,26,2025-09-11 16:46:45,108.2,10.03,0,300,-2.0,1
running,44.0,83,2072.59,44.0,2.986,0.5,142,522818280,51808693,2.986,249.0,49.21,34.5,1130.0,26,2025-09-11 16:46:50,111.2,9.65,0,300,-2.0,1
running,43.200000000000045,82,2094.6,43.200000000000045,3.151,0.5,143,522816974,51811409,3.151,267.0,48.87,37.0,1225.0,26,2025-09-11 16:46:56,108.2,8.78,0,300,-2.0,1
running,43.39999999999998,82,2111.68,43.39999999999998,3.184,0.5,142,522816176,51813688,3.184,270.0,49.37,37.25,1211.0,26,2025-09-11 16:47:01,104.2,8.59,0,300,-2.0,1
running,43.0,83,2121.87,43.0,3.22,0.0,143,522815893,51815148,3.22,266.0,49.28,36.75,1201.0,26,2025-09-11 16:47:04,108.2,8.78,0,300,-2.0,1
running,43.200000000000045,83,2137.88,43.200000000000045,3.267,0.0,140,522815747,51817504,3.267,272.0,49.28,37.75,1199.0,26,2025-09-11 16:47:09,104.2,8.46,0,300,-2.0,1
running,43.200000000000045,83,2141.08,43.200000000000045,3.267,0.0,141,522815781,51817975,3.267,273.0,49.28,37.75,1201.0,26,2025-09-11 16:47:10,104.2,8.59,0,300,-2.0,1
running,43.39999999999998,82,2158.49,43.39999999999998,3.239,0.0,141,522816201,51820465,3.239,281.0,48.96,38.25,1174.0,26,2025-09-11 16:47:16,104.2,8.28,0,300,-2.0,1
running,44.0,82,2161.29,44.0,3.22,0.0,142,522816346,51820831,3.22,281.0,48.87,38.25,1147.0,26,2025-09-11 16:47:17,100.5,8.28,0,300,-2.0,1
running,43.60000000000002,81,2177.78,43.60000000000002,3.109,0.5,142,522817141,51823024,3.109,287.0,48.87,39.0,1069.0,26,2025-09-11 16:47:23,98.5,8.68,0,300,-2.0,1
running,45.200000000000045,81,2180.82,45.200000000000045,3.083,0.5,141,522817284,51823430,3.083,289.0,48.87,39.25,1073.0,26,2025-09-11 16:47:24,97.5,8.68,0,300,-2.0,1
running,45.799999999999955,81,2191.84,45.799999999999955,3.024,0.5,142,522817790,51824907,3.024,284.0,48.87,38.75,1074.0,26,2025-09-11 16:47:28,100.5,9.06,0,300,-1.0,1
running,46.0,81,2206.45,46.0,2.986,0.5,141,522818517,51826826,2.986,283.0,49.28,38.25,1069.0,26,2025-09-11 16:47:33,103.5,9.37,0,300,-1.0,1
running,46.0,81,2224.72,46.0,2.978,0.5,143,522819426,51829223,2.978,280.0,49.18,38.0,1099.0,26,2025-09-11 16:47:39,106.2,9.37,0,300,-1.0,1
running,45.799999999999955,82,2230.85,45.799999999999955,2.978,0.0,141,522819709,51830044,2.978,281.0,49.18,38.25,1104.0,26,2025-09-11 16:47:41,102.5,9.06,0,300,-1.0,1
running,46.200000000000045,82,2249.07,46.200000000000045,2.996,0.0,142,522820646,51832412,2.996,277.0,49.4,38.0,1112.0,26,2025-09-11 16:47:47,110.2,9.06,0,300,-1.0,1
running,46.200000000000045,82,2252.31,46.200000000000045,2.996,0.0,142,522820784,51832853,2.996,275.0,49.4,37.75,1109.0,26,2025-09-11 16:47:48,106.2,9.15,0,300,-1.0,1
running,46.200000000000045,82,2255.54,46.200000000000045,2.996,0.0,141,522820937,51833285,2.996,278.0,49.4,38.0,1113.0,26,2025-09-11 16:47:49,105.2,9.15,0,300,-1.0,1
running,46.0,82,2258.47,46.0,2.996,0.0,138,522821086,51833668,2.996,278.0,49.4,38.0,1110.0,26,2025-09-11 16:47:50,104.2,9.06,0,300,-1.0,1
running,45.799999999999955,82,2261.37,45.799999999999955,2.996,0.5,135,522821204,51834067,2.996,277.0,49.4,38.25,1116.0,26,2025-09-11 16:47:51,103.5,9.06,0,300,-1.0,1
running,45.799999999999955,82,2264.07,45.799999999999955,3.006,0.5,132,522821286,51834452,3.006,278.0,49.4,38.0,1119.0,26,2025-09-11 16:47:52,103.5,8.96,0,300,-1.0,1
running,45.799999999999955,82,2269.81,45.799999999999955,3.006,0.0,129,522821445,51835274,3.006,282.0,49.18,38.25,1118.0,26,2025-09-11 16:47:54,102.5,8.87,0,300,-1.0,1
running,45.799999999999955,82,2272.73,45.799999999999955,3.006,0.0,129,522821530,51835693,3.006,281.0,49.18,38.25,1116.0,26,2025-09-11 16:47:55,102.5,8.87,0,300,-1.0,1
running,45.799999999999955,82,2275.6,45.799999999999955,2.996,0.0,125,522821635,51836094,2.996,275.0,49.18,37.5,1103.0,26,2025-09-11 16:47:56,104.2,9.15,0,300,-1.0,1
running,46.0,82,2278.44,46.0,2.996,0.0,128,522821763,51836474,2.996,275.0,49.09,37.5,1100.0,26,2025-09-11 16:47:57,104.2,9.15,0,300,-1.0,1
running,46.0,82,2290.07,46.0,2.987,0.5,125,522822378,51837980,2.987,277.0,48.96,38.0,1084.0,26,2025-09-11 16:48:01,99.5,8.96,0,300,-1.0,1
running,45.799999999999955,82,2292.9,45.799999999999955,2.987,0.0,125,522822570,51838308,2.987,280.0,48.87,38.25,1088.0,26,2025-09-11 16:48:02,99.5,8.96,0,300,-1.0,1
running,45.799999999999955,82,2298.06,45.799999999999955,2.978,0.0,133,522823062,51838656,2.978,279.0,48.87,38.25,1073.0,26,2025-09-11 16:48:04,100.5,9.15,0,300,-1.0,1
running,45.799999999999955,82,2301.13,45.799999999999955,2.978,0.0,137,522823383,51838760,2.978,277.0,48.87,37.75,1068.0,26,2025-09-11 16:48:05,110.2,9.37,0,300,-1.0,1
running,45.799999999999955,82,2304.18,45.799999999999955,2.968,0.0,139,522823706,51838833,2.968,275.0,48.87,37.5,1055.0,26,2025-09-11 16:48:06,110.2,9.65,0,300,-1.0,1
running,45.799999999999955,82,2309.92,45.799999999999955,2.948,0.0,142,522824312,51839002,2.948,276.0,48.87,37.5,1059.0,26,2025-09-11 16:48:08,108.2,9.75,0,300,-1.0,1
running,46.0,83,2326.88,46.0,2.948,0.0,141,522826125,51839058,2.948,276.0,48.87,38.0,1058.0,26,2025-09-11 16:48:14,97.5,9.25,0,300,-1.0,1
running,44.0,83,2329.51,44.0,2.948,0.0,142,522826401,51838975,2.948,279.0,48.75,38.25,1062.0,26,2025-09-11 16:48:15,99.5,9.25,0,300,-1.0,1
running,44.39999999999998,81,2346.64,44.39999999999998,2.943,0.5,142,522828124,51838078,2.943,285.0,48.87,38.5,1076.0,26,2025-09-11 16:48:21,102.5,9.25,0,300,-1.0,1
running,44.39999999999998,81,2349.61,44.39999999999998,2.94,0.5,141,522828418,51837909,2.94,290.0,48.87,39.0,1078.0,26,2025-09-11 16:48:22,98.5,8.96,0,300,-1.0,1
running,44.799999999999955,81,2367.48,44.799999999999955,2.93,0.5,139,522829631,51835978,2.93,291.0,48.65,39.25,1076.0,26,2025-09-11 16:48:28,97.5,8.87,0,300,-1.0,1
running,45.0,82,2385.43,45.0,2.921,0.0,136,522829859,51833388,2.921,286.0,48.65,39.25,1048.0,26,2025-09-11 16:48:34,94.5,8.78,0,300,-1.0,1
running,45.200000000000045,82,2388.36,45.200000000000045,2.921,0.0,136,522829884,51832955,2.921,284.0,48.65,39.0,1065.0,26,2025-09-11 16:48:35,95.5,8.87,0,300,-1.0,1
running,46.39999999999998,82,2394.26,46.39999999999998,2.921,0.0,138,522830119,51832145,2.921,286.0,48.56,39.0,1072.0,26,2025-09-11 16:48:37,98.5,8.87,0,300,-1.0,1
running,46.60000000000002,81,2405.66,46.60000000000002,2.926,0.5,139,522830911,51830876,2.926,287.0,48.46,38.75,1080.0,26,2025-09-11 16:48:41,99.5,8.96,0,300,-1.0,1
running,46.60000000000002,81,2418.89,46.60000000000002,2.912,0.5,140,522832065,51829749,2.912,288.0,48.56,39.0,1048.0,26,2025-09-11 16:48:47,97.5,9.06,0,300,-1.0,1
running,46.60000000000002,81,2421.21,46.60000000000002,2.902,0.5,140,522832180,51829437,2.902,286.0,48.65,38.75,1029.0,26,2025-09-11 16:48:48,98.5,9.25,0,300,-1.0,1
running,46.60000000000002,80,2437.67,46.60000000000002,2.818,0.0,141,522832268,51827080,2.818,295.0,48.75,39.25,993.0,26,2025-09-11 16:48:54,101.5,10.03,0,300,-1.0,1
running,44.799999999999955,80,2440.4,44.799999999999955,2.809,0.0,141,522832172,51826697,2.809,292.0,48.75,39.25,992.0,26,2025-09-11 16:48:55,104.2,10.15,0,300,-1.0,1
running,44.799999999999955,80,2446.38,44.799999999999955,2.807,0.5,138,522831947,51825870,2.807,293.0,48.75,39.25,1007.0,26,2025-09-11 16:48:57,104.2,10.15,0,300,-1.0,1
running,43.60000000000002,80,2461.32,43.60000000000002,2.855,0.5,139,522831244,51823878,2.855,291.0,48.87,39.0,1038.0,26,2025-09-11 16:49:02,105.2,9.93,0,300,-1.0,1
running,43.39999999999998,81,2476.72,43.39999999999998,2.821,0.5,137,522830466,51821861,2.821,286.0,48.78,38.75,1020.0,26,2025-09-11 16:49:08,96.5,9.37,0,300,-2.0,1
running,45.0,81,2496.04,45.0,2.784,0.5,138,522829569,51819278,2.784,287.0,48.78,39.0,1061.0,26,2025-09-11 16:49:14,104.2,9.65,0,300,-2.0,1
running,44.60000000000002,81,2498.99,44.60000000000002,2.802,0.5,138,522829435,51818882,2.802,288.0,48.78,39.0,1075.0,26,2025-09-11 16:49:15,103.5,9.46,0,300,-2.0,1
running,45.0,81,2512.45,45.0,2.869,0.0,135,522828847,51817055,2.869,293.0,48.53,39.5,1079.0,26,2025-09-11 16:49:20,92.7,8.68,0,300,-2.0,1
running,45.200000000000045,79,2518.79,45.200000000000045,2.848,0.5,134,522828638,51816153,2.848,308.0,48.18,41.0,1065.0,26,2025-09-11 16:49:23,92.7,8.59,0,300,-2.0,1
running,45.0,80,2533.96,45.0,2.772,0.0,136,522828026,51814076,2.772,291.0,48.18,38.75,946.0,26,2025-09-11 16:49:29,106.2,10.15,0,300,-2.0,1
running,45.0,80,2537.09,45.0,2.734,0.5,136,522827859,51813672,2.734,290.0,48.28,38.75,951.0,26,2025-09-11 16:49:30,106.2,10.25,0,300,-2.0,1
running,44.799999999999955,81,2553.96,44.799999999999955,2.753,0.0,136,522827020,51811458,2.753,280.0,48.56,37.75,1005.0,26,2025-09-11 16:49:36,111.2,10.43,0,300,-2.0,1
running,45.200000000000045,81,2557.63,45.200000000000045,2.753,0.5,137,522826789,51811018,2.753,277.0,48.56,37.5,1000.0,26,2025-09-11 16:49:37,109.2,10.34,0,300,-2.0,1
running,43.799999999999955,82,2567.65,43.799999999999955,2.743,0.0,137,522826159,51809813,2.743,276.0,48.56,37.5,1019.0,26,2025-09-11 16:49:40,102.5,9.93,0,300,-2.0,1
running,45.0,82,2576.29,45.0,2.848,0.0,137,522825534,51808858,2.848,278.0,48.75,38.0,1037.0,26,2025-09-11 16:49:43,106.2,10.03,0,300,-2.0,1
running,45.0,81,2593.96,45.0,2.799,0.5,139,522823895,51807579,2.799,272.0,49.09,37.0,1041.0,26,2025-09-11 16:49:49,114.2,10.43,0,300,-2.0,1
running,44.799999999999955,82,2613.25,44.799999999999955,2.846,0.0,142,522821940,51806657,2.846,262.0,48.96,36.0,1064.0,26,2025-09-11 16:49:55,110.2,10.15,0,300,-2.0,1
running,44.60000000000002,82,2622.01,44.60000000000002,2.883,0.5,141,522821001,51806660,2.883,263.0,48.96,36.0,1094.0,26,2025-09-11 16:49:58,112.2,10.15,0,300,-2.0,1
running,44.0,82,2642.75,44.0,2.921,0.5,144,522818859,51807482,2.921,250.0,48.78,34.25,1109.0,26,2025-09-11 16:50:04,114.2,10.03,0,300,-2.0,1
running,43.799999999999955,82,2650.11,43.799999999999955,2.939,0.0,145,522818171,51808020,2.939,253.0,48.68,34.5,1170.0,26,2025-09-11 16:50:06,116.0,9.93,0,300,-2.0,1
running,43.39999999999998,81,2668.59,43.39999999999998,3.033,0.5,144,522817079,51810254,3.033,271.0,48.65,37.0,1199.0,26,2025-09-11 16:50:11,110.2,9.15,0,300,-2.0,1
running,43.60000000000002,81,2689.14,43.60000000000002,3.117,0.5,144,522816297,51813103,3.117,270.0,49.09,36.5,1194.0,26,2025-09-11 16:50:17,112.2,9.15,0,300,-2.0,1
running,43.60000000000002,81,2692.55,43.60000000000002,3.135,0.5,145,522816190,51813588,3.135,270.0,49.18,36.75,1187.0,26,2025-09-11 16:50:18,111.2,9.06,0,300,-2.0,1
running,43.200000000000045,82,2712.03,43.200000000000045,3.257,0.0,145,522815916,51816450,3.257,275.0,49.5,37.5,1209.0,26,2025-09-11 16:50:24,106.2,8.78,0,300,-2.0,1
